-5.570000e-007,-0.116255
-5.560000e-007,-0.146507
-5.550000e-007,-0.152008
-5.540000e-007,-0.165759
-5.530000e-007,-0.196011
-5.520000e-007,-0.196011
-5.510000e-007,-0.226263
-5.500000e-007,-0.240014
-5.490000e-007,-0.251014
-5.480000e-007,-0.284016
-5.470000e-007,-0.284016
-5.460000e-007,-0.322519
-5.450000e-007,-0.328019
-5.440000e-007,-0.358271
-5.430000e-007,-0.372022
-5.420000e-007,-0.402274
-5.410000e-007,-0.416025
-5.400000e-007,-0.449027
-5.390000e-007,-0.460028
-5.380000e-007,-0.490280
-5.370000e-007,-0.506781
-5.360000e-007,-0.534283
-5.350000e-007,-0.550784
-5.340000e-007,-0.586536
-5.330000e-007,-0.597537
-5.320000e-007,-0.633289
-5.310000e-007,-0.644290
-5.300000e-007,-0.680042
-5.290000e-007,-0.693793
-5.280000e-007,-0.721295
-5.270000e-007,-0.740546
-5.260000e-007,-0.768048
-5.250000e-007,-0.792800
-5.240000e-007,-0.812051
-5.230000e-007,-0.836803
-5.220000e-007,-0.856054
-5.210000e-007,-0.889056
-5.200000e-007,-0.900057
-5.190000e-007,-0.938559
-5.180000e-007,-0.946810
-5.170000e-007,-0.985312
-5.160000e-007,-0.996313
-5.150000e-007,-1.029315
-5.140000e-007,-1.043066
-5.130000e-007,-1.076068
-5.120000e-007,-1.084319
-5.110000e-007,-1.120071
-5.100000e-007,-1.139322
-5.090000e-007,-1.164074
-5.080000e-007,-1.172325
-5.070000e-007,-1.208077
-5.060000e-007,-1.216327
-5.050000e-007,-1.249330
-5.040000e-007,-1.252080
-5.030000e-007,-1.271331
-5.020000e-007,-1.296083
-5.010000e-007,-1.296083
-5.000000e-007,-1.320834
-4.990000e-007,-1.340086
-4.980000e-007,-1.340086
-4.970000e-007,-1.356587
-4.960000e-007,-1.384088
-4.950000e-007,-1.384088
-4.940000e-007,-1.384088
-4.930000e-007,-1.386839
-4.920000e-007,-1.386839
-4.910000e-007,-1.384088
-4.900000e-007,-1.384088
-4.890000e-007,-1.392339
-4.880000e-007,-1.386839
-4.870000e-007,-1.384088
-4.860000e-007,-1.384088
-4.850000e-007,-1.384088
-4.840000e-007,-1.362087
-4.830000e-007,-1.345586
-4.820000e-007,-1.340086
-4.810000e-007,-1.320834
-4.800000e-007,-1.296083
-4.790000e-007,-1.276831
-4.780000e-007,-1.252080
-4.770000e-007,-1.227328
-4.760000e-007,-1.199826
-4.750000e-007,-1.164074
-4.740000e-007,-1.128322
-4.730000e-007,-1.095320
-4.720000e-007,-1.056817
-4.710000e-007,-1.012814
-4.700000e-007,-0.974312
-4.690000e-007,-0.924808
-4.680000e-007,-0.880806
-4.670000e-007,-0.831302
-4.660000e-007,-0.784549
-4.650000e-007,-0.735046
-4.640000e-007,-0.677292
-4.630000e-007,-0.614038
-4.620000e-007,-0.567285
-4.610000e-007,-0.501281
-4.600000e-007,-0.435276
-4.590000e-007,-0.383023
-4.580000e-007,-0.314268
-4.570000e-007,-0.259265
-4.560000e-007,-0.179510
-4.550000e-007,-0.124506
-4.540000e-007,-0.047501
-4.530000e-007,0.007503
-4.520000e-007,0.084508
-4.510000e-007,0.145012
-4.500000e-007,0.224767
-4.490000e-007,0.285271
-4.480000e-007,0.356776
-4.470000e-007,0.433781
-4.460000e-007,0.491534
-4.450000e-007,0.576790
-4.440000e-007,0.634544
-4.430000e-007,0.708799
-4.420000e-007,0.774803
-4.410000e-007,0.843557
-4.400000e-007,0.923313
-4.390000e-007,0.983817
-4.380000e-007,1.055321
-4.370000e-007,1.113075
-4.360000e-007,1.190080
-4.350000e-007,1.250584
-4.340000e-007,1.319339
-4.330000e-007,1.371592
-4.320000e-007,1.440346
-4.310000e-007,1.500850
-4.300000e-007,1.558604
-4.290000e-007,1.624609
-4.280000e-007,1.679612
-4.270000e-007,1.740116
-4.260000e-007,1.800620
-4.250000e-007,1.852873
-4.240000e-007,1.902377
-4.230000e-007,1.960131
-4.220000e-007,2.012384
-4.210000e-007,2.064637
-4.200000e-007,2.116891
-4.190000e-007,2.166394
-4.180000e-007,2.215897
-4.170000e-007,2.265401
-4.160000e-007,2.306653
-4.150000e-007,2.358907
-4.140000e-007,2.408410
-4.130000e-007,2.444162
-4.120000e-007,2.488165
-4.110000e-007,2.537668
-4.100000e-007,2.576171
-4.090000e-007,2.611923
-4.080000e-007,2.655926
-4.070000e-007,2.691678
-4.060000e-007,2.730181
-4.050000e-007,2.760433
-4.040000e-007,2.796185
-4.030000e-007,2.826437
-4.020000e-007,2.864940
-4.010000e-007,2.889691
-4.000000e-007,2.925444
-3.990000e-007,2.947445
-3.980000e-007,2.969447
-3.970000e-007,2.991448
-3.960000e-007,3.016200
-3.950000e-007,3.032701
-3.940000e-007,3.060203
-3.930000e-007,3.068453
-3.920000e-007,3.098705
-3.910000e-007,3.104205
-3.900000e-007,3.112456
-3.890000e-007,3.123457
-3.880000e-007,3.145458
-3.870000e-007,3.148208
-3.860000e-007,3.148208
-3.850000e-007,3.150958
-3.840000e-007,3.148208
-3.830000e-007,3.148208
-3.820000e-007,3.145458
-3.810000e-007,3.139958
-3.800000e-007,3.112456
-3.790000e-007,3.104205
-3.780000e-007,3.098705
-3.770000e-007,3.068453
-3.760000e-007,3.060203
-3.750000e-007,3.032701
-3.740000e-007,3.007949
-3.730000e-007,2.972197
-3.720000e-007,2.941945
-3.710000e-007,2.903442
-3.700000e-007,2.867690
-3.690000e-007,2.820937
-3.680000e-007,2.774184
-3.670000e-007,2.727431
-3.660000e-007,2.677928
-3.650000e-007,2.628424
-3.640000e-007,2.562420
-3.630000e-007,2.504666
-3.620000e-007,2.441412
-3.610000e-007,2.375408
-3.600000e-007,2.301153
-3.590000e-007,2.237899
-3.580000e-007,2.158143
-3.570000e-007,2.081138
-3.560000e-007,2.017884
-3.550000e-007,1.935379
-3.540000e-007,1.850123
-3.530000e-007,1.764868
-3.520000e-007,1.679612
-3.510000e-007,1.594357
-3.500000e-007,1.514601
-3.490000e-007,1.426596
-3.480000e-007,1.346840
-3.470000e-007,1.258835
-3.460000e-007,1.170829
-3.450000e-007,1.077323
-3.440000e-007,0.989317
-3.430000e-007,0.893061
-3.420000e-007,0.807805
-3.410000e-007,0.711549
-3.400000e-007,0.618043
